Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3U4isOIWM3VvDubwSI3y7a,"5y2Xq6xcjJb2jVM54GHK3t","All of Me","Love In The Future (Expanded Edition)","John Legend",2013-08-30,269560,87,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-29T13:24:24Z,"neo soul,pop,pop soul,urban contemporary",0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,4
2TIlqbIneP0ZY1O0EzYLlc,"4GNC7GD6oZMSxPGyXy4MNB","Someone You Loved","Breach","Lewis Capaldi",2018-11-08,182160,74,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-09-13T15:23:33Z,"pop,uk pop",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
1W6j6O5k2XtTY4MzdXz0MM,"3NWqpZBe0449o3wu65qy8I,0IIjjxzdDYUhk9coSSRDDD","But Today","But Today","Greg Hunting,Volkan Baydar",2023-09-08,233700,47,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-09-08T12:18:13Z,"",0.518,0.32,4,-10.424,1,0.0266,0.385,0.00229,0.0841,0.173,107.826,4
2NeM9rfWo70KQej9GxeaoL,"6AyATGg7mDgBlZ4N5uNog0","Where's My Love","SYML","SYML",2019-05-03,202009,1,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-21T01:29:47Z,"indie anthem-folk,modern indie pop",0.608,0.358,0,-10.018,0,0.0253,0.854,0.0186,0.113,0.365,103.94,4
5Y35SjAfXjjG0sFQ3KOxmm,"7tYKF4w9nC0nq9CsPZTHyP","Nobody Gets Me","SOS","SZA",2022-12-09,180853,84,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-12-13T21:55:22Z,"pop,r&b,rap",0.358,0.284,7,-8.285,1,0.0285,0.805,0,0.183,0.276,99.796,3
6R3haT1HODO6BwPzjhZfA6,"4GOxZH5EE1JMHO0z8QiW4t,7wN7vb40xrBRCvPEfeyNy5","such is life","such is life","Dibyo,CapsCtrl",2020-05-08,101687,37,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-03T23:23:03Z,"lo-fi chill,sad lo-fi",0.74,0.368,3,-12.5,1,0.11,0.639,0.00000961,0.113,0.191,99.885,4
0bM5JsBjWU4RyYlMbp0voY,"63MQldklfxkjYDoUE4Tppz","Wait","Hurry Up, We're Dreaming","M83",2011-10-18,343253,0,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-30T11:31:00Z,"french shoegaze,french synthpop,indietronica,metropopolis,neo-synthpop",0.426,0.228,2,-10.552,1,0.0322,0.203,0.14,0.0832,0.0826,147.986,4
1Xi84slp6FryDSCbzq4UCD,"3klZnJvYGIbWritVwQD434","Arcade","Arcade","Duncan Laurence",2019-03-07,183624,79,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-30T20:03:03Z,"dutch pop",0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,3
58QNI9NLZdMvqwINLuZlMs,"3OL6J203iodHv5TuM6NYkQ,0Hx2J74iQcqezY0cADrUms","Locked Away","Locked Away","Daniel Boutros,KAAE",2022-03-11,189600,4,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-10T09:18:34Z,"",0.529,0.307,0,-13.015,1,0.028,0.924,0.0656,0.104,0.0858,99.672,4
5dPz35akJjPqb17yeqNwqH,"1uNFoZAHBGtllmzznpCI3s","Ghost","Justice","Justin Bieber",2021-03-19,153190,75,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-30T11:30:55Z,"canadian pop,pop",0.604,0.741,2,-5.571,1,0.0475,0.178,0.0000349,0.409,0.473,153.947,4
6Tvzf3VEi16JMhAgOwdt2y,"53XhwfbYqKCa1cC15pYq2q","Birds","Origins (Deluxe)","Imagine Dragons",2018-11-09,219440,74,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-15T04:38:52Z,"modern rock,pop,rock",0.649,0.517,1,-7.428,0,0.0297,0.0146,0.00000163,0.145,0.35,119.997,4
0ffzd1Q8hgZ3NIvSp8bHaJ,"1kuXmaEhPZkQt0IroDihvL","Little Sweet Lover","Little Sweet Lover","Shyler",2021-02-12,151968,43,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-10-21T04:28:07Z,"emo rap,zxc",0.666,0.641,0,-4.265,0,0.0274,0.208,0,0.171,0.427,105.932,4
2qxmye6gAegTMjLKEBoR3d,"5IH6FPUwQTxPSXurCrcIov","Let Me Down Slowly","Narrated For You","Alec Benjamin",2018-11-16,169353,87,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-02-10T10:52:05Z,"alt z,pop,pov: indie",0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,4
78Sw5GDo6AlGwTwanjXbGh,"5y8tKLUfMvliMe8IKamR32","Here With Me","Here With Me","d4vd",2022-09-22,242484,38,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-02-11T10:18:46Z,"bedroom pop,bedroom r&b",0.574,0.469,4,-8.209,1,0.0254,0.534,0.0000921,0.128,0.288,132.023,4
7exHT4swWOKL5addPeqkLP,"0lAWpj5szCSwM4rUMHYmrr","THE LONELIEST","RUSH!","Måneskin",2023-01-20,247067,74,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-02-08T19:21:53Z,"indie rock italiano,italian pop",0.525,0.599,2,-5.001,1,0.0281,0.00151,0,0.0762,0.226,129.841,4
3ZCTVFBt2Brf31RLEnCkWJ,"6qqNVTkY8uBg9cP3Jd7DAH","everything i wanted","everything i wanted","Billie Eilish",2019-11-13,245425,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-30T11:31:08Z,"art pop,pop",0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4
0fBSs3fRoh1yJcne77fdu9,"00FQb4jTyendYWaN8pK0wa","Video Games","Born To Die - The Paradise Edition","Lana Del Rey",2012-01-01,281960,79,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-07-29T13:24:38Z,"art pop,pop",0.236,0.249,6,-9.595,0,0.0348,0.811,0.000001,0.087,0.181,72.847,5
0V5cvmTKsYmF5FmGGEAfmS,"7bPs6jf983f0bjRAt1yxDM","Je te laisserai des mots","Je te laisserai des mots","Patrick Watson",2010-09-10,160853,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-01-20T00:47:28Z,"indie folk,indie quebecois",0.303,0.187,2,-16.757,1,0.0356,0.989,0.489,0.101,0.213,132.731,4
27pEJDtz11Dith5kHj4R77,"4GOxZH5EE1JMHO0z8QiW4t","quarantine love","quarantine love","Dibyo",2020-08-28,126490,33,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-03T23:22:52Z,"lo-fi chill,sad lo-fi",0.713,0.229,1,-10.362,1,0.0471,0.113,0.021,0.137,0.598,154.488,3
1lBQnZ1N2tKIMo1ucz0QFN,"30PGm8ux9s4yo8uCEzEdkC,3kkVTtEkjSyRfQxrZEnvvH","Medusa","Medusa","Avalon Kane,Stu Patterson",2023-09-08,259515,42,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-10-13T19:25:16Z,"",0.0999,0.3,0,-11.419,1,0.034,0.861,0.14,0.0907,0.0368,80.318,4
4yNk9iz9WVJikRFle3XEvn,"164Uj4eKjl6zTBKfJLFKKK","golden hour","this is what falling in love feels like (554Hz)","JVKE",2022-10-03,209259,84,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-03-30T17:48:23Z,"modern indie pop,pov: indie,singer-songwriter pop",0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,3
7sXDYdXmR2PnafjkpfdCYv,"2uFUBdaVGtyMqckSeCl0Qj","Experience","Einaudi: In a time lapse","Ludovico Einaudi",2013-02-12,315426,52,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-13T11:55:48Z,"compositional ambient,neo-classical",0.382,0.422,2,-10.699,1,0.037,0.934,0.95,0.0695,0.0368,92.378,4
3hRV0jL3vUpRrcy398teAU,"6ltzsmQQbmdoHHbLZ4ZN25","The Night We Met","Strange Trails","Lord Huron",2015-04-06,208211,90,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-13T11:55:43Z,"indie folk,stomp and holler",0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,3
1WKOnYtM6HtzYvEJlSEIv5,"1WgXqy2Dd70QQOU7Ay074N","Runaway","Running With The Wolves","AURORA",2015-05-04,251360,56,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-20T15:30:43Z,"art pop,norwegian pop",0.542,0.304,11,-9.08,1,0.0346,0.638,0.000118,0.106,0.12,114.827,4
04sN26COy28wTXYj3dMoiZ,"6qqNVTkY8uBg9cP3Jd7DAH","Bored","Bored","Billie Eilish",2017-03-30,180933,84,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-01-11T14:55:37Z,"art pop,pop",0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,4
2xXNLutYAOELYVObYb1C1S,"3kft86DbqCNr7rjq3pEj0G","As the World Caves In","As the World Caves In","Sarah Cothran",2021-06-10,161612,76,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-09-24T01:50:43Z,"gen z singer-songwriter",0.422,0.25,0,-6.836,1,0.0351,0.441,0,0.35,0.246,124.026,4
1et7vATtyqLfNMjTTZIYk1,"3jERgGiTwNAPxNmDasAb31","Love You Still (abcdefu romantic version)","Tyler Shaw","Tyler Shaw",2022-03-22,150173,63,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-08-11T21:15:01Z,"pop quebecois",0.712,0.0784,4,-19.067,1,0.0544,0.739,0,0.107,0.642,121.443,4
5uCax9HTNlzGybIStD3vDh,"4IWBUUAFIplrNtaOHcJPRM","Say You Won't Let Go","Back from the Edge","James Arthur",2016-10-28,211466,88,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-01-11T14:59:01Z,"pop,talent show,uk pop",0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4
2gMXnyrvIjhVBUZwvLZDMP,"4GNC7GD6oZMSxPGyXy4MNB","Before You Go","Divinely Uninspired To A Hellish Extent (Extended Edition)","Lewis Capaldi",2019-11-22,215106,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-30T11:31:39Z,"pop,uk pop",0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,4
27OeeYzk6klgBh83TSvGMA,"2tIP7SsRs7vjIcLrU85W8J","WITHOUT YOU","F*CK LOVE (SAVAGE)","The Kid LAROI",2020-11-06,161384,20,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-05T19:14:44Z,"australian hip hop",0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,4
5tz69p7tJuGPeMGwNTxYuV,"4xRYI6VqpkE3UwrDrAZL8L,2wUjUUtkb5lvLKcGKsKqsR,6LuN9FCkKOj5PcnpouEgny","1-800-273-8255","Everybody","Logic,Alessia Cara,Khalid",2017-05-05,250173,78,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-27T06:33:02Z,"conscious hip hop,hip hop,pop rap,rap,canadian contemporary r&b,canadian pop,pop,pop r&b",0.62,0.574,5,-7.788,0,0.0479,0.569,0,0.19,0.357,100.023,4
5Ohxk2dO5COHF1krpoPigN,"6KImCVD70vtIoJWnq6nGn3","Sign of the Times","Harry Styles","Harry Styles",2017-05-12,340706,85,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-01-11T15:01:13Z,"pop",0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,4
5hnGrTBaEsdukpDF6aZg8a,"3QSQFmccmX81fWCUSPTS7y","How Do I Say Goodbye","How Do I Say Goodbye","Dean Lewis",2022-08-31,163603,80,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-10-11T10:06:27Z,"australian pop,pop",0.4,0.641,8,-6.303,1,0.0674,0.214,0,0.0656,0.393,81.552,4
0HRshWRNAwQBROvxXqG3i9,"2WX2uTcsvV5OnS0inACecP","Skinny Love","Birdy (Deluxe Version)","Birdy",2011-11-04,201080,63,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-13T14:56:11Z,"neo mellow,uk pop",0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,4
0uZnF1sn2IcNCvnyAIKNMQ,"7n2wHs1TKAczGzO7Dd2rGr","Mercy - Acoustic","Illuminate (Deluxe)","Shawn Mendes",2017-04-20,219160,64,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-13T14:56:11Z,"canadian pop,pop,viral pop",0.458,0.347,11,-6.651,0,0.0381,0.712,0,0.11,0.431,78.928,4
0kn9QwZW8Ow9eTuZgxVEz8,"2BHswvFd8tMBizVWGcAMLm,5ZuWrQzWBgJXbAfcLx2WTL,1m5VSemGnXm5vbaLtsqqp9","Sweater Weather","Kurt & Company Vol 2","Kurt Hugo Schneider,Alyson Stoner,Max S",2017-06-16,228387,6,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-19T13:25:29Z,"viral pop,post-teen pop",0.606,0.328,10,-7.824,1,0.0305,0.876,0,0.138,0.393,124.041,4
30BsewEJZPxfuLNAlZPFje,"7sfgqEdoeBTjd8lQsPT3Cy","Read All About It, Pt. III","Our Version Of Events (Special Edition)","Emeli Sandé",2012-01-01,283706,69,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-25T07:48:27Z,"r&b,talent show,uk pop",0.63,0.44,2,-7.186,1,0.0249,0.822,0.00000387,0.0926,0.343,98.082,4
3bNv3VuUOKgrf5hu3YcuRo,"4dpARuHxo51G3z768sgnrY","Someone Like You","21","Adele",2011-01-24,285240,84,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-10T13:03:18Z,"british soul,pop,pop soul,uk pop",0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,4
69vToJ9BMbbLlFZo7k7A7B,"6ydoSd3N2mwgwBHtF6K7eX","You Are The Reason","Only Human (Deluxe)","Calum Scott",2018-03-09,204326,81,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-02-12T08:48:43Z,"pop",0.329,0.235,10,-7.699,1,0.0303,0.918,0,0.137,0.22,171.006,3
6c7N5N7amAOpeMykjlovjI,"2jHp7gQArCQrlMvdrIVFCg","Walked Through Hell","Walked Through Hell","Anson Seabra",2020-11-20,216864,66,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-01-28T11:28:23Z,"alt z,gen z singer-songwriter",0.508,0.404,10,-11.092,1,0.0788,0.664,0,0.104,0.129,81.713,4
5vjLSffimiIP26QG5WcN2K,"5D3muNJhYYunbRkh3FKgX0","Hold On","Hold On","Chord Overstreet",2017-02-03,198853,83,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-04-11T20:41:26Z,"acoustic pop",0.618,0.443,2,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949,4
5snCfoQbJ7S4cYB0K8XuJ4,"0a3zDmrvmZcORfPeONPvfL","Детство","Я люблю тебя","Rauf & Faik",2018-09-28,188362,70,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-10-28T22:17:18Z,"russian pop",0.719,0.607,10,-7.323,0,0.0398,0.636,0.00000791,0.111,0.48,149.967,4
1IoE5Nl2qFhdNyaStYNAIs,"4GOxZH5EE1JMHO0z8QiW4t","Nowadays","Nowadays","Dibyo",2023-09-29,127945,34,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-11-03T23:21:56Z,"lo-fi chill,sad lo-fi",0.476,0.353,2,-15.16,1,0.402,0.473,0.00017,0.136,0.336,179.809,4
13NC44aS3d0EFF58oVQ8T7,"0fauHpmSHwodVYIjTqOGHz","River Flows In You","Piano In You","이루마",2011-06-02,188240,58,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-03-14T12:41:38Z,"korean instrumental,neo-classical,new age piano",0.32,0.242,9,-19.773,1,0.0498,0.987,0.949,0.0924,0.115,145.722,4
58wyJLv6yH1La9NIZPl3ne,"4qIVPF0s71ZYW3qzhu5GkF,7KHA7OOevgTDFhlym0oEyP","Can We Kiss Forever?","Can We Kiss Forever?","Kina,Adriana Proenza",2018-08-31,187931,77,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-01-11T15:13:38Z,"sad lo-fi,slowed and reverb,spanish indie pop",0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,4
5LLtNp8qc3NaCIieZ2W4Dk,"6gK1Uct5FEdaUWRWpU4Cl2","Night Trouble","Night Trouble","Petit Biscuit",2015-01-01,391256,61,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-09-18T11:44:22Z,"new french touch",0.411,0.364,1,-15.335,1,0.0743,0.951,0.93,0.126,0.0685,95.967,3
2VxeLyX666F8uXCJ0dZF8B,"1HY2Jd0NmPuamShAr6KMms,4VIvfOurcf0vuLRxLkGnIG","Shallow","A Star Is Born Soundtrack","Lady Gaga,Bradley Cooper",2018-10-05,215733,86,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-30T11:31:19Z,"art pop,dance pop,pop,hollywood",0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,4
01TnVDiet1DFTsyWKUKovl,"15UsOTVnJzReFVN1VCnxy4","NUMB","?","XXXTENTACION",2018-03-16,186267,75,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-13T11:55:58Z,"emo rap,miami hip hop",0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,4
4JehYebiI9JE8sR8MisGVb,"6vWDO969PvNqNYHIOW5v0m","Halo","I AM...SASHA FIERCE","Beyoncé",2008-11-17,261640,78,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-06-30T20:03:18Z,"pop,r&b",0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,4
2eAvDnpXP5W0cVtiI0PUxV,"2WzaAvm2bBCf4pEhyuDgCY","Dandelions","Safe Haven","Ruth B.",2017-05-05,233720,90,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2023-01-11T15:03:36Z,"alt z,canadian contemporary r&b,canadian pop,pop",0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,3
6nek1Nin9q48AVZcWs9e9D,"4gzpq5DPGxSnKTe4SA8HAU","Paradise","Mylo Xyloto","Coldplay",2011-10-24,278719,85,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-08-31T14:11:33Z,"permanent wave,pop",0.449,0.585,5,-6.761,1,0.0268,0.0509,0.0000875,0.0833,0.212,139.631,4
0sHW1jXe6Sou3437gJQNGA,"7dGJo4pcD2V6oG8kP0tJRR","Space Bound","Recovery","Eminem",2010-06-18,278640,72,spotify:user:adil2k7xbnt8lzx0qxuyccbjy,2022-05-10T15:20:55Z,"detroit hip hop,hip hop,rap",0.668,0.886,0,-3.474,1,0.117,0.0417,0,0.459,0.503,142.002,4
